Codice articolo (ATS),Material SAP Code (BP),Definire Conti Co.Ge. per,Gruppo articoli,Descrizione articolo,part number,Model Id,SUBCLASS,Technology,Produttore,Gestire n. lotto [Si/No],Gestione numeri di serie,verifica su sap
WMS0000160-FPX,WMS0000160-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-15CPSNERARE2,1378-BS3-15CPSNERARE2,,,,,No,Sì,OK
WMS0000161-FPX,WMS0000161-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-15CPSORORE2,1378-BS3-15CPSORORE2,,,,,No,Sì,OK
WMS0000162-FPX,WMS0000162-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-15CPSREDRE2,1378-BS3-15CPSREDRE2,,,,,No,Sì,OK
WMS0000163-FPX,WMS0000163-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-1KGBAROSSO1,1378-BS3-1KGBAROSSO1,,,,,No,Sì,OK
WMS0000164-FPX,WMS0000164-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-1KGPALARANC2,1378-BS3-1KGPALARANC2,,,,,No,Sì,OK
WMS0000165-FPX,WMS0000165-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-1KGPALDECISA,1378-BS3-1KGPALDECISA,,,,,No,Sì,OK
WMS0000166-FPX,WMS0000166-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-1KGREDINT-2,1378-BS3-1KGREDINT-2,,,,,No,Sì,OK
WMS0000167-FPX,WMS0000167-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-1KGRNBARBLU1,1378-BS3-1KGRNBARBLU1,,,,,No,Sì,OK
WMS0000168-FPX,WMS0000168-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-1KGVNDBLU,1378-BS3-1KGVNDBLU,,,,,No,Sì,OK
WMS0000169-FPX,WMS0000169-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-1KGVNDRED,1378-BS3-1KGVNDRED,,,,,No,Sì,OK
WMS0000170-FPX,WMS0000170-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CLDAGSTANIC1,1378-BS3-CLDAGSTANIC1,,,,,No,Sì,OK
WMS0000171-FPX,WMS0000171-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CLDCENTRCAF1,1378-BS3-CLDCENTRCAF1,,,,,No,Sì,OK
WMS0000172-FPX,WMS0000172-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CPSBLTBLU,1378-BS3-CPSBLTBLU,,,,,No,Sì,OK
WMS0000173-FPX,WMS0000173-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CPSBLTRED,1378-BS3-CPSBLTRED,,,,,No,Sì,OK
WMS0000174-FPX,WMS0000174-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CPSDECISA5G5,1378-BS3-CPSDECISA5G5,,,,,No,Sì,OK
WMS0000175-FPX,WMS0000175-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CPSDEK5G-4,1378-BS3-CPSDEK5G-4,,,,,No,Sì,OK
WMS0000176-FPX,WMS0000176-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CPSNOBILE5G5,1378-BS3-CPSNOBILE5G5,,,,,No,Sì,OK
WMS0000177-FPX,WMS0000177-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CPSPALDECIS3,1378-BS3-CPSPALDECIS3,,,,,No,Sì,OK
WMS0000178-FPX,WMS0000178-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CPSREBLU-1,1378-BS3-CPSREBLU-1,,,,,No,Sì,OK
WMS0000179-FPX,WMS0000179-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CPSRENERA-1,1378-BS3-CPSRENERA-1,,,,,No,Sì,OK
WMS0000180-FPX,WMS0000180-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CPSREORO-1,1378-BS3-CPSREORO-1,,,,,No,Sì,OK
WMS0000181-FPX,WMS0000181-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CPSRERED-1,1378-BS3-CPSRERED-1,,,,,No,Sì,OK
WMS0000182-FPX,WMS0000182-FPX,Gruppo articoli,WMS-Flex Packaging,1383-BS2-5MLACETOVIN1,1383-BS2-5MLACETOVIN1,,,,,No,Sì,OK
WMS0000183-FPX,WMS0000183-FPX,Gruppo articoli,WMS-Flex Packaging,1383-BS2-ACETOBALSAM2,1383-BS2-ACETOBALSAM2,,,,,No,Sì,OK
WMS0000184-FPX,WMS0000184-FPX,Gruppo articoli,WMS-Flex Packaging,1383-BS2-AMBRAOLIOMT1,1383-BS2-AMBRAOLIOMT1,,,,,No,Sì,OK
WMS0000185-FPX,WMS0000185-FPX,Gruppo articoli,WMS-Flex Packaging,1383-BS2-COLAVITMIELE,1383-BS2-COLAVITMIELE,,,,,No,Sì,OK
WMS0000186-FPX,WMS0000186-FPX,Gruppo articoli,WMS-Flex Packaging,1383-BS2-OPENHR320X8.,1383-BS2-OPENHR320X8.,,,,,No,Sì,OK
WMS0000187-FPX,WMS0000187-FPX,Gruppo articoli,WMS-Flex Packaging,1383-BS3-20MLOLIOCAR1,1383-BS3-20MLOLIOCAR1,,,,,No,Sì,OK
WMS0000188-FPX,WMS0000188-FPX,Gruppo articoli,WMS-Flex Packaging,1383-BS3-AMBRAOLIO10.,1383-BS3-AMBRAOLIO10.,,,,,No,Sì,OK
WMS0000189-FPX,WMS0000189-FPX,Gruppo articoli,WMS-Flex Packaging,1383-BS4-10MLAMBRAEX1,1383-BS4-10MLAMBRAEX1,,,,,No,Sì,OK
WMS0000190-FPX,WMS0000190-FPX,Gruppo articoli,WMS-Flex Packaging,1383-BS4-15MLDRESAMB1,1383-BS4-15MLDRESAMB1,,,,,No,Sì,OK
WMS0000191-FPX,WMS0000191-FPX,Gruppo articoli,WMS-Flex Packaging,1470-BS2-125GCOLLEB2,1470-BS2-125GCOLLEB2,,,,,No,Sì,OK
WMS0000192-FPX,WMS0000192-FPX,Gruppo articoli,WMS-Flex Packaging,1591-BS3-VP01920,1591-BS3-VP01920,,,,,No,Sì,OK
WMS0000193-FPX,WMS0000193-FPX,Gruppo articoli,WMS-Flex Packaging,1591-BS3-VP05620_MAT,1591-BS3-VP05620_MAT,,,,,No,Sì,OK
WMS0000194-FPX,WMS0000194-FPX,Gruppo articoli,WMS-Flex Packaging,1591-BS3-VP05920_1,1591-BS3-VP05920_1,,,,,No,Sì,OK
WMS0000195-FPX,WMS0000195-FPX,Gruppo articoli,WMS-Flex Packaging,1591-BS3-VP06680_1,1591-BS3-VP06680_1,,,,,No,Sì,OK
WMS0000196-FPX,WMS0000196-FPX,Gruppo articoli,WMS-Flex Packaging,1591-BS3-VP06682,1591-BS3-VP06682,,,,,No,Sì,OK
WMS0000197-FPX,WMS0000197-FPX,Gruppo articoli,WMS-Flex Packaging,1603-BS3-1KG100ARABI1,1603-BS3-1KG100ARABI1,,,,,No,Sì,OK
WMS0000198-FPX,WMS0000198-FPX,Gruppo articoli,WMS-Flex Packaging,1603-BS3-1KGCREMABAR1,1603-BS3-1KGCREMABAR1,,,,,No,Sì,OK
WMS0000199-FPX,WMS0000199-FPX,Gruppo articoli,WMS-Flex Packaging,1603-BS3-1KGESPRVEND,1603-BS3-1KGESPRVEND,,,,,No,Sì,OK
WMS0000200-FPX,WMS0000200-FPX,Gruppo articoli,WMS-Flex Packaging,1603-BS3-1KGGRANBAR1,1603-BS3-1KGGRANBAR1,,,,,No,Sì,OK
WMS0000201-FPX,WMS0000201-FPX,Gruppo articoli,WMS-Flex Packaging,1603-BS3-1KGGRANCAF,1603-BS3-1KGGRANCAF,,,,,No,Sì,OK
WMS0000202-FPX,WMS0000202-FPX,Gruppo articoli,WMS-Flex Packaging,1603-BS3-1KGGUSTOBAR,1603-BS3-1KGGUSTOBAR,,,,,No,Sì,OK
WMS0000203-FPX,WMS0000203-FPX,Gruppo articoli,WMS-Flex Packaging,1603-BS3-1KGMISCBAR,1603-BS3-1KGMISCBAR,,,,,No,Sì,OK
WMS0000204-FPX,WMS0000204-FPX,Gruppo articoli,WMS-Flex Packaging,1603-BS3-1KGMOKASALER,1603-BS3-1KGMOKASALER,,,,,No,Sì,OK
WMS0000205-FPX,WMS0000205-FPX,Gruppo articoli,WMS-Flex Packaging,1603-BS3-250GMOKA1,1603-BS3-250GMOKA1,,,,,No,Sì,OK
WMS0000206-FPX,WMS0000206-FPX,Gruppo articoli,WMS-Flex Packaging,1603-BS3-CLDMIOCLASIM,1603-BS3-CLDMIOCLASIM,,,,,No,Sì,OK
WMS0000207-FPX,WMS0000207-FPX,Gruppo articoli,WMS-Flex Packaging,1603-BS3-CLDMIODECAIM,1603-BS3-CLDMIODECAIM,,,,,No,Sì,OK
WMS0000208-FPX,WMS0000208-FPX,Gruppo articoli,WMS-Flex Packaging,1799-SSS-BUSERB01,1799-SSS-BUSERB01,,,,,No,Sì,OK
WMS0000209-FPX,WMS0000209-FPX,Gruppo articoli,WMS-Flex Packaging,1805-BS3-CLDINAORO,1805-BS3-CLDINAORO,,,,,No,Sì,OK
WMS0000210-FPX,WMS0000210-FPX,Gruppo articoli,WMS-Flex Packaging,1805-BS3-CPSTAZZARAN,1805-BS3-CPSTAZZARAN,,,,,No,Sì,OK
WMS0000211-FPX,WMS0000211-FPX,Gruppo articoli,WMS-Flex Packaging,1805-BS3-CPSTAZZAROS,1805-BS3-CPSTAZZAROS,,,,,No,Sì,OK
WMS0000212-FPX,WMS0000212-FPX,Gruppo articoli,WMS-Flex Packaging,1891-BS3-CLDSNRO,1891-BS3-CLDSNRO,,,,,No,Sì,OK
WMS0000213-FPX,WMS0000213-FPX,Gruppo articoli,WMS-Flex Packaging,1891-BS3-CLDSRSA,1891-BS3-CLDSRSA,,,,,No,Sì,OK
WMS0000214-FPX,WMS0000214-FPX,Gruppo articoli,WMS-Flex Packaging,1891-SSS-1KGSCR,1891-SSS-1KGSCR,,,,,No,Sì,OK
WMS0000215-FPX,WMS0000215-FPX,Gruppo articoli,WMS-Flex Packaging,1907-BS3-1KGCREMA-1,1907-BS3-1KGCREMA-1,,,,,No,Sì,OK
WMS0000216-FPX,WMS0000216-FPX,Gruppo articoli,WMS-Flex Packaging,1943-BS3-CPSNNMORO18.,1943-BS3-CPSNNMORO18.,,,,,No,Sì,OK
WMS0000217-FPX,WMS0000217-FPX,Gruppo articoli,WMS-Flex Packaging,1943-BS3-CPSNNMRRS18.,1943-BS3-CPSNNMRRS18.,,,,,No,Sì,OK
WMS0000218-FPX,WMS0000218-FPX,Gruppo articoli,WMS-Flex Packaging,2147-BS3-CLDIMASLE,2147-BS3-CLDIMASLE,,,,,No,Sì,OK
WMS0000219-FPX,WMS0000219-FPX,Gruppo articoli,WMS-Flex Packaging,2147-BS3-CLNO,2147-BS3-CLNO,,,,,No,Sì,OK
WMS0000220-FPX,WMS0000220-FPX,Gruppo articoli,WMS-Flex Packaging,2147-BS3-CPSNO,2147-BS3-CPSNO,,,,,No,Sì,OK
WMS0000221-FPX,WMS0000221-FPX,Gruppo articoli,WMS-Flex Packaging,2151-BS3-1KGOCOA,2151-BS3-1KGOCOA,,,,,No,Sì,OK
WMS0000222-FPX,WMS0000222-FPX,Gruppo articoli,WMS-Flex Packaging,2151-BS3-CLNNMR,2151-BS3-CLNNMR,,,,,No,Sì,OK
WMS0000223-FPX,WMS0000223-FPX,Gruppo articoli,WMS-Flex Packaging,2151-BS3-CLOCOANERO,2151-BS3-CLOCOANERO,,,,,No,Sì,OK
WMS0000224-FPX,WMS0000224-FPX,Gruppo articoli,WMS-Flex Packaging,2179-BS3-CLDORZO,2179-BS3-CLDORZO,,,,,No,Sì,OK
WMS0000225-FPX,WMS0000225-FPX,Gruppo articoli,WMS-Flex Packaging,2179-BS3-CPSANMORO-1,2179-BS3-CPSANMORO-1,,,,,No,Sì,OK
WMS0000226-FPX,WMS0000226-FPX,Gruppo articoli,WMS-Flex Packaging,2179-BS3-CPSANMRO-1,2179-BS3-CPSANMRO-1,,,,,No,Sì,OK
WMS0000227-FPX,WMS0000227-FPX,Gruppo articoli,WMS-Flex Packaging,2262-BS3-1KGANTICACA3,2262-BS3-1KGANTICACA3,,,,,No,Sì,OK
WMS0000228-FPX,WMS0000228-FPX,Gruppo articoli,WMS-Flex Packaging,2262-BS3-1KGANTICACA4,2262-BS3-1KGANTICACA4,,,,,No,Sì,OK
WMS0000229-FPX,WMS0000229-FPX,Gruppo articoli,WMS-Flex Packaging,2262-BS3-1KGEXTRABR_1,2262-BS3-1KGEXTRABR_1,,,,,No,Sì,OK
WMS0000230-FPX,WMS0000230-FPX,Gruppo articoli,WMS-Flex Packaging,2262-BS3-1KGSPECIALB3,2262-BS3-1KGSPECIALB3,,,,,No,Sì,OK
WMS0000231-FPX,WMS0000231-FPX,Gruppo articoli,WMS-Flex Packaging,2262-BS3-250GCLASSIC3,2262-BS3-250GCLASSIC3,,,,,No,Sì,OK
WMS0000232-FPX,WMS0000232-FPX,Gruppo articoli,WMS-Flex Packaging,2262-BS3-250GRICCLAS2,2262-BS3-250GRICCLAS2,,,,,No,Sì,OK
WMS0000233-FPX,WMS0000233-FPX,Gruppo articoli,WMS-Flex Packaging,2262-BS3-BIPACKRICCL1,2262-BS3-BIPACKRICCL1,,,,,No,Sì,OK
WMS0000234-FPX,WMS0000234-FPX,Gruppo articoli,WMS-Flex Packaging,2262-BS3-BIPACKRICCL2,2262-BS3-BIPACKRICCL2,,,,,No,Sì,OK
WMS0000235-FPX,WMS0000235-FPX,Gruppo articoli,WMS-Flex Packaging,2262-BS3-CLDIMACLASS2,2262-BS3-CLDIMACLASS2,,,,,No,Sì,OK
WMS0000236-FPX,WMS0000236-FPX,Gruppo articoli,WMS-Flex Packaging,2262-BS3-CLDIMACLASS3,2262-BS3-CLDIMACLASS3,,,,,No,Sì,OK
WMS0000237-FPX,WMS0000237-FPX,Gruppo articoli,WMS-Flex Packaging,2262-BS3-CLDIMALATIN1,2262-BS3-CLDIMALATIN1,,,,,No,Sì,OK
WMS0000238-FPX,WMS0000238-FPX,Gruppo articoli,WMS-Flex Packaging,2262-BS3-CLDIMALATIN2,2262-BS3-CLDIMALATIN2,,,,,No,Sì,OK
WMS0000239-FPX,WMS0000239-FPX,Gruppo articoli,WMS-Flex Packaging,2262-BS3-QUADRCLASS1,2262-BS3-QUADRCLASS1,,,,,No,Sì,OK
WMS0000240-FPX,WMS0000240-FPX,Gruppo articoli,WMS-Flex Packaging,2262-BS3-TRISCLASSIC1,2262-BS3-TRISCLASSIC1,,,,,No,Sì,OK
WMS0000241-FPX,WMS0000241-FPX,Gruppo articoli,WMS-Flex Packaging,2347-BS3-CPSKAMOFUEGO,2347-BS3-CPSKAMOFUEGO,,,,,No,Sì,OK
WMS0000242-FPX,WMS0000242-FPX,Gruppo articoli,WMS-Flex Packaging,2347-BS3-CPSOROTME_1,2347-BS3-CPSOROTME_1,,,,,No,Sì,OK
WMS0000243-FPX,WMS0000243-FPX,Gruppo articoli,WMS-Flex Packaging,2347-BS3-CPSROSSOTME1,2347-BS3-CPSROSSOTME1,,,,,No,Sì,OK
WMS0000244-FPX,WMS0000244-FPX,Gruppo articoli,WMS-Flex Packaging,2368-BS2-DRKGP,2368-BS2-DRKGP,,,,,No,Sì,OK
WMS0000245-FPX,WMS0000245-FPX,Gruppo articoli,WMS-Flex Packaging,2368-BS2-NF425-1,2368-BS2-NF425-1,,,,,No,Sì,OK
WMS0000246-FPX,WMS0000246-FPX,Gruppo articoli,WMS-Flex Packaging,2371-BS3-CPSNNA,2371-BS3-CPSNNA,,,,,No,Sì,OK
WMS0000247-FPX,WMS0000247-FPX,Gruppo articoli,WMS-Flex Packaging,2371-BS3-CPSNNAV,2371-BS3-CPSNNAV,,,,,No,Sì,OK
WMS0000248-FPX,WMS0000248-FPX,Gruppo articoli,WMS-Flex Packaging,2371-BS3-CPSNNG,2371-BS3-CPSNNG,,,,,No,Sì,OK
WMS0000249-FPX,WMS0000249-FPX,Gruppo articoli,WMS-Flex Packaging,2464-BS3-CPSMKO,2464-BS3-CPSMKO,,,,,No,Sì,OK
WMS0000250-FPX,WMS0000250-FPX,Gruppo articoli,WMS-Flex Packaging,2605-SSS-1KGBARROSS-1,2605-SSS-1KGBARROSS-1,,,,,No,Sì,OK
WMS0000251-FPX,WMS0000251-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CLDTBRQ,2764-BS3-CLDTBRQ,,,,,No,Sì,OK
WMS0000252-FPX,WMS0000252-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CPSCOBASGART,2764-BS3-CPSCOBASGART,,,,,No,Sì,OK
WMS0000253-FPX,WMS0000253-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CPSESPXBN-1,2764-BS3-CPSESPXBN-1,,,,,No,Sì,OK
WMS0000254-FPX,WMS0000254-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CPSESPXDK-1,2764-BS3-CPSESPXDK-1,,,,,No,Sì,OK
WMS0000255-FPX,WMS0000255-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CPSESPXNR-1,2764-BS3-CPSESPXNR-1,,,,,No,Sì,OK
WMS0000256-FPX,WMS0000256-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CPSESPXRS-1,2764-BS3-CPSESPXRS-1,,,,,No,Sì,OK
WMS0000257-FPX,WMS0000257-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CPSGLICSGART,2764-BS3-CPSGLICSGART,,,,,No,Sì,OK
WMS0000258-FPX,WMS0000258-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CPSINDASGART,2764-BS3-CPSINDASGART,,,,,No,Sì,OK
WMS0000259-FPX,WMS0000259-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CPSNNMARGCS,2764-BS3-CPSNNMARGCS,,,,,No,Sì,OK
WMS0000260-FPX,WMS0000260-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CPSNNMAZZCS,2764-BS3-CPSNNMAZZCS,,,,,No,Sì,OK
WMS0000261-FPX,WMS0000261-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CPSNNMBISC-1,2764-BS3-CPSNNMBISC-1,,,,,No,Sì,OK
WMS0000262-FPX,WMS0000262-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CPSNNMMRRCS,2764-BS3-CPSNNMMRRCS,,,,,No,Sì,OK
WMS0000263-FPX,WMS0000263-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CPSNNMNERCS,2764-BS3-CPSNNMNERCS,,,,,No,Sì,OK
WMS0000264-FPX,WMS0000264-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CPSNNMOROCS,2764-BS3-CPSNNMOROCS,,,,,No,Sì,OK
WMS0000265-FPX,WMS0000265-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CPSNNMROSCS,2764-BS3-CPSNNMROSCS,,,,,No,Sì,OK
WMS0000266-FPX,WMS0000266-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CPSOROVSGART,2764-BS3-CPSOROVSGART,,,,,No,Sì,OK
WMS0000267-FPX,WMS0000267-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-CPSPORPSGART,2764-BS3-CPSPORPSGART,,,,,No,Sì,OK
WMS0000268-FPX,WMS0000268-FPX,Gruppo articoli,WMS-Flex Packaging,2805-BS3-CLDPBS7C,2805-BS3-CLDPBS7C,,,,,No,Sì,OK
WMS0000269-FPX,WMS0000269-FPX,Gruppo articoli,WMS-Flex Packaging,2805-BS3-NNMBTFS-1,2805-BS3-NNMBTFS-1,,,,,No,Sì,OK
WMS0000270-FPX,WMS0000270-FPX,Gruppo articoli,WMS-Flex Packaging,2805-BS3-NNMNMTFS-R,2805-BS3-NNMNMTFS-R,,,,,No,Sì,OK
WMS0000271-FPX,WMS0000271-FPX,Gruppo articoli,WMS-Flex Packaging,2805-BS3-NNMNTFS-1,2805-BS3-NNMNTFS-1,,,,,No,Sì,OK
WMS0000272-FPX,WMS0000272-FPX,Gruppo articoli,WMS-Flex Packaging,2805-BS3-NNMOTFS-1,2805-BS3-NNMOTFS-1,,,,,No,Sì,OK
WMS0000273-FPX,WMS0000273-FPX,Gruppo articoli,WMS-Flex Packaging,2805-BS3-NNMRTFS,2805-BS3-NNMRTFS,,,,,No,Sì,OK
WMS0000274-FPX,WMS0000274-FPX,Gruppo articoli,WMS-Flex Packaging,2810-BS3-CRASTAN,2810-BS3-CRASTAN,,,,,No,Sì,OK
WMS0000275-FPX,WMS0000275-FPX,Gruppo articoli,WMS-Flex Packaging,2810-BS3-SDM69000,2810-BS3-SDM69000,,,,,No,Sì,OK
WMS0000276-FPX,WMS0000276-FPX,Gruppo articoli,WMS-Flex Packaging,2810-BS3-SDM69015_1,2810-BS3-SDM69015_1,,,,,No,Sì,OK
WMS0000277-FPX,WMS0000277-FPX,Gruppo articoli,WMS-Flex Packaging,2810-BS3-SDM69016,2810-BS3-SDM69016,,,,,No,Sì,OK
WMS0000278-FPX,WMS0000278-FPX,Gruppo articoli,WMS-Flex Packaging,2810-BS3-SDM69022_1,2810-BS3-SDM69022_1,,,,,No,Sì,OK
WMS0000279-FPX,WMS0000279-FPX,Gruppo articoli,WMS-Flex Packaging,2873-BS3-CPSFUTURA19.,2873-BS3-CPSFUTURA19.,,,,,No,Sì,OK
WMS0000280-FPX,WMS0000280-FPX,Gruppo articoli,WMS-Flex Packaging,2950-BS3-CLDNNMA,2950-BS3-CLDNNMA,,,,,No,Sì,OK
WMS0000281-FPX,WMS0000281-FPX,Gruppo articoli,WMS-Flex Packaging,2950-BS3-CLDNNMAC,2950-BS3-CLDNNMAC,,,,,No,Sì,OK
WMS0000282-FPX,WMS0000282-FPX,Gruppo articoli,WMS-Flex Packaging,2950-BS3-CLDNNMB,2950-BS3-CLDNNMB,,,,,No,Sì,OK
WMS0000283-FPX,WMS0000283-FPX,Gruppo articoli,WMS-Flex Packaging,2950-BS3-CLDNNMC,2950-BS3-CLDNNMC,,,,,No,Sì,OK
WMS0000284-FPX,WMS0000284-FPX,Gruppo articoli,WMS-Flex Packaging,2950-BS3-CLDNNMO,2950-BS3-CLDNNMO,,,,,No,Sì,OK
WMS0000285-FPX,WMS0000285-FPX,Gruppo articoli,WMS-Flex Packaging,2950-BS3-CLDPBC,2950-BS3-CLDPBC,,,,,No,Sì,OK
WMS0000286-FPX,WMS0000286-FPX,Gruppo articoli,WMS-Flex Packaging,2950-BS3-CPSCPD,2950-BS3-CPSCPD,,,,,No,Sì,OK
WMS0000287-FPX,WMS0000287-FPX,Gruppo articoli,WMS-Flex Packaging,2950-BS3-CPSDNNMB,2950-BS3-CPSDNNMB,,,,,No,Sì,OK
WMS0000288-FPX,WMS0000288-FPX,Gruppo articoli,WMS-Flex Packaging,2950-BS3-CPSDNNMO,2950-BS3-CPSDNNMO,,,,,No,Sì,OK
WMS0000289-FPX,WMS0000289-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-CPSDGAF,3000-BS3-CPSDGAF,,,,,No,Sì,OK
WMS0000290-FPX,WMS0000290-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-CPSDGAF-1,3000-BS3-CPSDGAF-1,,,,,No,Sì,OK
WMS0000291-FPX,WMS0000291-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-CPSNDAB,3000-BS3-CPSNDAB,,,,,No,Sì,OK
WMS0000292-FPX,WMS0000292-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-CPSNDAB-1,3000-BS3-CPSNDAB-1,,,,,No,Sì,OK
WMS0000293-FPX,WMS0000293-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-CPSNDABN,3000-BS3-CPSNDABN,,,,,No,Sì,OK
WMS0000294-FPX,WMS0000294-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-CPSNDABN-1,3000-BS3-CPSNDABN-1,,,,,No,Sì,OK
WMS0000295-FPX,WMS0000295-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-CPSNDDK,3000-BS3-CPSNDDK,,,,,No,Sì,OK
WMS0000296-FPX,WMS0000296-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-CPSNDDK-1,3000-BS3-CPSNDDK-1,,,,,No,Sì,OK
WMS0000297-FPX,WMS0000297-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-CPSNDI-1,3000-BS3-CPSNDI-1,,,,,No,Sì,OK
WMS0000298-FPX,WMS0000298-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-CPSNDVR,3000-BS3-CPSNDVR,,,,,No,Sì,OK
WMS0000299-FPX,WMS0000299-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-CPSNDVR-1,3000-BS3-CPSNDVR-1,,,,,No,Sì,OK
WMS0000300-FPX,WMS0000300-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-VRZCI,3000-BS3-VRZCI,,,,,No,Sì,OK
WMS0000301-FPX,WMS0000301-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-VRZIMDAL,3000-BS3-VRZIMDAL,,,,,No,Sì,OK
WMS0000302-FPX,WMS0000302-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-VRZIMDGC,3000-BS3-VRZIMDGC,,,,,No,Sì,OK
WMS0000303-FPX,WMS0000303-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-VRZRMDAL,3000-BS3-VRZRMDAL,,,,,No,Sì,OK
WMS0000304-FPX,WMS0000304-FPX,Gruppo articoli,WMS-Flex Packaging,3027-BS3-1KGUNIVBURRO,3027-BS3-1KGUNIVBURRO,,,,,No,Sì,OK
WMS0000305-FPX,WMS0000305-FPX,Gruppo articoli,WMS-Flex Packaging,3027-BS3-1KGUNIVCELES,3027-BS3-1KGUNIVCELES,,,,,No,Sì,OK
WMS0000306-FPX,WMS0000306-FPX,Gruppo articoli,WMS-Flex Packaging,3027-BS3-1KGUNIVTERRA,3027-BS3-1KGUNIVTERRA,,,,,No,Sì,OK
WMS0000307-FPX,WMS0000307-FPX,Gruppo articoli,WMS-Flex Packaging,3070-BS3-CLDNB-1,3070-BS3-CLDNB-1,,,,,No,Sì,OK
WMS0000308-FPX,WMS0000308-FPX,Gruppo articoli,WMS-Flex Packaging,3070-BS3-CLDNO-1,3070-BS3-CLDNO-1,,,,,No,Sì,OK
WMS0000309-FPX,WMS0000309-FPX,Gruppo articoli,WMS-Flex Packaging,3070-BS3-CLDNR-2,3070-BS3-CLDNR-2,,,,,No,Sì,OK
WMS0000310-FPX,WMS0000310-FPX,Gruppo articoli,WMS-Flex Packaging,3070-BS3-CLDPR-2,3070-BS3-CLDPR-2,,,,,No,Sì,OK
WMS0000311-FPX,WMS0000311-FPX,Gruppo articoli,WMS-Flex Packaging,3070-BS3-CLSZU-1,3070-BS3-CLSZU-1,,,,,No,Sì,OK
WMS0000312-FPX,WMS0000312-FPX,Gruppo articoli,WMS-Flex Packaging,3070-BS3-CPSMNRAB,3070-BS3-CPSMNRAB,,,,,No,Sì,OK
WMS0000313-FPX,WMS0000313-FPX,Gruppo articoli,WMS-Flex Packaging,3070-BS3-CPSMNRAO,3070-BS3-CPSMNRAO,,,,,No,Sì,OK
WMS0000314-FPX,WMS0000314-FPX,Gruppo articoli,WMS-Flex Packaging,3070-BS3-CPSMNRAR,3070-BS3-CPSMNRAR,,,,,No,Sì,OK
